1.976443997954439169e+01 1.976443997954439169e+01 1.976443997954439169e+01 1.976443997954439169e+01 1.976443997954439169e+01 1.976443997954439169e+01 1.976443997954439169e+01 1.976443997954439169e+01 1.976443997954439169e+01 1.976443997954439169e+01 1.976443997954439169e+01 1.976443997954439169e+01 1.976443997954439169e+01 1.976443997954439169e+01 1.976443997954439169e+01 1.976443997954439169e+01
1.849532666021556793e+01 1.843353920779966870e+01 1.832030612787841051e+01 1.822557208825962505e+01 1.821136186245178123e+01 1.828927049484684630e+01 1.840805150690745506e+01 1.849532311541899787e+01 1.849984865010256385e+01 1.841943660659826776e+01 1.830650695463256739e+01 1.823791847579001058e+01 1.826392237373070770e+01 1.836458620480112813e+01 1.846551018898256302e+01 1.849532666021556793e+01
1.485142599942518871e+01 1.456422615249167052e+01 1.409953098337794586e+01 1.375763516502019002e+01 1.369834139623249314e+01 1.393953316435428746e+01 1.439287365949678588e+01 1.477943371512516535e+01 1.480345833570437719e+01 1.441658387628781668e+01 1.394978392971621872e+01 1.371067937171511630e+01 1.379906157042800885e+01 1.420292338043225300e+01 1.467419940984385107e+01 1.485142599942518871e+01
1.012098027405276923e+01 9.003308040035221893e+00 7.637485263200133545e+00 8.770369321185455647e+00 9.512187111883775970e+00 7.912600192594538839e+00 8.237737054129311787e+00 9.744464946652200865e+00 9.845200941488030821e+00 8.284349742875306788e+00 7.967060786366303660e+00 9.554135598639589944e+00 8.804155440858252746e+00 7.750107970265304402e+00 9.145580093082912754e+00 1.012098027405276923e+01
6.080327524255480398e+00 3.652474621165652025e+00 1.539769569503292246e+00 8.028894817079248014e+00 9.602041323459474143e+00 4.958682955947409710e+00 1.509977216032410752e+00 5.363607944257680060e+00 5.442988935637544046e+00 1.428658151581643665e+00 4.871332249245739376e+00 9.723696065177989567e+00 8.136028115851317466e+00 1.499037911424636604e+00 3.588118771748654012e+00 6.080327524255480398e+00
1.024265832951186894e+00 -2.080092259597719817e+00 -1.800337355945771378e+00 5.249088271391357807e+00 6.634406617337248235e+00 2.273373389244710552e+00 -4.296383532770718716e+00 2.148249134184965214e-01 2.141346028067374618e-01 -4.217152958559765352e+00 1.839849153828055250e+00 6.755062680067922543e+00 5.275523322386220570e+00 -1.624468103659324925e+00 -2.135171598086884615e+00 1.024265832951186894e+00
-4.435184651737131389e+00 -8.946075715331318179e+00 -4.308499427026987405e+00 -1.793917311310423202e+00 -1.813643165787084399e+00 -3.021724673674867745e+00 -7.524151515594965645e+00 -5.567492371299707088e+00 -5.626707571985619438e+00 -7.372769689626963441e+00 -3.425591903286488105e+00 -1.687799313265202272e+00 -2.084127362135234307e+00 -3.836376970439303591e+00 -9.392678506463255417e+00 -4.435184651737131389e+00
-6.447529191816485650e+00 -1.413750429023126287e+01 -8.362366202869637277e+00 -8.994817657285722134e+00 -3.081809095421192524e+00 -1.014394949322887385e+01 -1.072431533466340170e+01 -8.133986823725734894e+00 -8.564901898738867203e+00 -1.092320830318857361e+01 -1.005338543105189331e+01 -2.977603114648232463e+00 -8.288842346391191995e+00 -7.858760121205605742e+00 -1.419597883037930330e+01 -6.447529191816485650e+00
-9.117326199485816574e+00 -1.675020009624496709e+01 -1.519209335601121325e+01 -5.202467331640548309e+00 1.000280899738172025e+00 -1.272372947803533805e+01 -1.365733155559867384e+01 -1.151498702126995966e+01 -1.185087476909366444e+01 -1.394806901381865316e+01 -1.336777673304393943e+01 8.874438621111551129e-01 -4.748500687554084720e+00 -1.401941939171697982e+01 -1.605171393789569834e+01 -9.117326199485816574e+00
-1.503905494227304018e+01 -1.971213695186131076e+01 -2.009884560865864955e+01 -4.206680446153171715e+00 9.085390722950563713e-01 -1.072815094430055183e+01 -1.544921959834819347e+01 -1.754532963992636496e+01 -1.719486365392074845e+01 -1.571676514083446818e+01 -1.141945889366499500e+01 8.037586804493059844e-01 -4.247175996987039071e+00 -1.885838714794439852e+01 -1.982523842043593731e+01 -1.503905494227302597e+01
